"연도","시도군","분기","주중/말","시간대","성별","인구수"
"2024","양산시","3분기","평일","오전","여","12481192"
"2024","양산시","3분기","평일","오후","남","12429485"
"2024","양산시","3분기","평일","오후","여","12375471"
"2024","양산시","3분기","주말","새벽","남","5052911"
"2024","양산시","3분기","주말","새벽","여","5021732"
"2024","양산시","3분기","주말","야간","남","4991389"
"2024","양산시","3분기","주말","야간","여","4979246"
"2024","양산시","3분기","주말","오전","남","5046201"
"2024","양산시","3분기","주말","오전","여","5022060"
"2024","양산시","3분기","주말","오후","남","4998704"
"2024","양산시","3분기","주말","오후","여","4956044"
"2024","양산시","4분기","평일","새벽","남","12744310"
"2024","양산시","4분기","평일","새벽","여","12661989"
"2024","양산시","4분기","평일","야간","남","12651121"
"2024","양산시","4분기","평일","야간","여","12544913"
"2024","양산시","4분기","평일","오전","남","12473257"
"2024","양산시","4분기","평일","오전","여","12512693"
"2024","양산시","4분기","평일","오후","남","12396019"
"2024","양산시","4분기","평일","오후","여","12368946"
"2024","양산시","4분기","주말","새벽","남","5084641"
"2024","양산시","4분기","주말","새벽","여","5029659"
"2024","양산시","4분기","주말","야간","남","5019712"
"2024","양산시","4분기","주말","야간","여","4985437"
"2024","양산시","4분기","주말","오전","남","5043192"
"2024","양산시","4분기","주말","오전","여","5000434"
"2024","양산시","4분기","주말","오후","남","4974777"
"2024","양산시","4분기","주말","오후","여","4914597"
"2024","의령군","1분기","평일","새벽","남","1248218"
"2024","의령군","1분기","평일","새벽","여","1098240"
"2024","의령군","1분기","평일","야간","남","1242870"
"2024","의령군","1분기","평일","야간","여","1095143"
"2024","의령군","1분기","평일","오전","남","1321388"
"2024","의령군","1분기","평일","오전","여","1125796"
"2024","의령군","1분기","평일","오후","여","1130932"
"2024","의령군","1분기","평일","오후","남","1328306"
"2024","의령군","1분기","주말","새벽","남","528433"
"2024","의령군","1분기","주말","새벽","여","480179"
"2024","의령군","1분기","주말","야간","여","457620"
"2024","의령군","1분기","주말","야간","남","503659"
"2024","의령군","1분기","주말","오전","여","492622"
"2024","의령군","1분기","주말","오전","남","549626"
"2024","의령군","1분기","주말","오후","남","542062"
"2024","의령군","1분기","주말","오후","여","488662"
"2024","의령군","2분기","평일","새벽","남","1273385"
"2024","의령군","2분기","평일","새벽","여","1106510"
"2024","의령군","2분기","평일","야간","여","1097522"
"2024","의령군","2분기","평일","야간","남","1262458"
"2024","의령군","2분기","평일","오전","여","1169252"
"2024","의령군","2분기","평일","오전","남","1381284"
"2024","의령군","2분기","평일","오후","여","1172613"
"2024","의령군","2분기","평일","오후","남","1380716"
"2024","의령군","2분기","주말","새벽","남","532824"
"2024","의령군","2분기","주말","새벽","여","480241"
"2024","의령군","2분기","주말","야간","여","467799"
"2024","의령군","2분기","주말","야간","남","518183"
"2024","의령군","2분기","주말","오전","여","504500"
"2024","의령군","2분기","주말","오전","남","568510"
"2024","의령군","2분기","주말","오후","여","505223"
"2024","의령군","2분기","주말","오후","남","561760"
"2024","의령군","3분기","평일","새벽","남","1284458"
"2024","의령군","3분기","평일","새벽","여","1121094"
"2024","의령군","3분기","평일","야간","여","1104858"
"2024","의령군","3분기","평일","야간","남","1258410"
"2024","의령군","3분기","평일","오전","여","1164589"
"2024","의령군","3분기","평일","오전","남","1368959"
"2024","의령군","3분기","평일","오후","여","1164105"
"2024","의령군","3분기","평일","오후","남","1355769"
"2024","의령군","3분기","주말","새벽","남","521392"
"2024","의령군","3분기","주말","새벽","여","470261"
"2024","의령군","3분기","주말","야간","남","511234"
"2024","의령군","3분기","주말","야간","여","458780"
"2024","의령군","3분기","주말","오전","남","554672"
"2024","의령군","3분기","주말","오전","여","484995"
"2024","의령군","3분기","주말","오후","남","538344"
"2024","의령군","3분기","주말","오후","여","479678"
"2024","의령군","4분기","평일","새벽","여","1071991"
"2024","의령군","4분기","평일","새벽","남","1241538"
"2024","의령군","4분기","평일","야간","남","1227762"
"2024","의령군","4분기","평일","야간","여","1065318"
"2024","의령군","4분기","평일","오전","여","1128510"
"2024","의령군","4분기","평일","오전","남","1338586"
"2024","의령군","4분기","평일","오후","여","1141576"
"2024","의령군","4분기","평일","오후","남","1341598"
"2024","의령군","4분기","주말","새벽","남","515962"
"2024","의령군","4분기","주말","새벽","여","466346"
"2024","의령군","4분기","주말","야간","여","449237"
"2024","의령군","4분기","주말","야간","남","501762"
"2024","의령군","4분기","주말","오전","여","490281"
"2024","의령군","4분기","주말","오전","남","552588"
"2024","의령군","4분기","주말","오후","여","490835"
"2024","의령군","4분기","주말","오후","남","546003"
"2024","진주시","1분기","평일","새벽","남","11598367"
"2024","진주시","1분기","평일","새벽","여","11353752"
"2024","진주시","1분기","평일","야간","남","11587836"
"2024","진주시","1분기","평일","야간","여","11412155"
"2024","진주시","1분기","평일","오전","남","11045997"
"2024","진주시","1분기","평일","오전","여","11187478"
"2024","진주시","1분기","평일","오후","남","11033740"
"2024","진주시","1분기","평일","오후","여","11204725"
"2024","진주시","1분기","주말","새벽","남","4598425"
"2024","진주시","1분기","주말","새벽","여","4509268"
"2024","진주시","1분기","주말","야간","남","4687365"
"2024","진주시","1분기","주말","야간","여","4537934"
"2024","진주시","1분기","주말","오전","남","4518287"
"2024","진주시","1분기","주말","오전","여","4476451"
"2024","진주시","1분기","주말","오후","남","4552694"
"2024","진주시","1분기","주말","오후","여","4475220"
"2024","진주시","2분기","평일","새벽","남","11827696"
"2024","진주시","2분기","평일","새벽","여","11521861"
"2024","진주시","2분기","평일","야간","남","11721179"
"2024","진주시","2분기","평일","야간","여","11526918"
"2024","진주시","2분기","평일","오전","남","11209462"
"2024","진주시","2분기","평일","오전","여","11324257"
"2024","진주시","2분기","평일","오후","남","11140226"
"2024","진주시","2분기","평일","오후","여","11281594"
"2024","진주시","2분기","주말","새벽","남","4627520"
"2024","진주시","2분기","주말","새벽","여","4528338"
"2024","진주시","2분기","주말","야간","남","4715837"
"2024","진주시","2분기","주말","야간","여","4548814"
"2024","진주시","2분기","주말","오전","남","4564130"
"2024","진주시","2분기","주말","오전","여","4511334"
"2024","진주시","2분기","주말","오후","남","4578897"
"2024","진주시","2분기","주말","오후","여","4482202"
"2024","진주시","3분기","평일","새벽","남","11537026"
"2024","진주시","3분기","평일","새벽","여","11296869"
"2024","진주시","3분기","평일","야간","남","11443291"
"2024","진주시","3분기","평일","야간","여","11289858"
"2024","진주시","3분기","평일","오전","남","10989292"
"2024","진주시","3분기","평일","오전","여","11133974"
"2024","진주시","3분기","평일","오후","남","10927257"
"2024","진주시","3분기","평일","오후","여","11090651"
"2024","진주시","3분기","주말","새벽","남","4542232"
"2024","진주시","3분기","주말","새벽","여","4466661"
"2024","진주시","3분기","주말","야간","남","4613302"
"2024","진주시","3분기","주말","야간","여","4476034"
"2024","진주시","3분기","주말","오전","여","4449075"
"2024","진주시","3분기","주말","오전","남","4486043"
"2024","진주시","3분기","주말","오후","남","4480141"
"2024","진주시","3분기","주말","오후","여","4404788"
"2024","진주시","4분기","평일","새벽","남","11746758"
"2024","진주시","4분기","평일","새벽","여","11439862"
"2024","진주시","4분기","평일","야간","남","11676686"
"2024","진주시","4분기","평일","야간","여","11448642"
"2024","진주시","4분기","평일","오전","남","11140543"
"2024","진주시","4분기","평일","오전","여","11251790"
"2024","진주시","4분기","평일","오후","남","11099329"
"2024","진주시","4분기","평일","오후","여","11216302"
"2024","진주시","4분기","주말","새벽","남","4626339"
"2024","진주시","4분기","주말","새벽","여","4522674"
"2024","진주시","4분기","주말","야간","남","4744645"
"2024","진주시","4분기","주말","야간","여","4586135"
"2024","진주시","4분기","주말","오전","여","4515429"
"2024","진주시","4분기","주말","오전","남","4571859"
"2024","진주시","4분기","주말","오후","남","4607424"
"2024","진주시","4분기","주말","오후","여","4521416"
"2024","창녕군","1분기","평일","새벽","남","2449650"
"2024","창녕군","1분기","평일","새벽","여","2068968"
"2024","창녕군","1분기","평일","야간","남","2505609"
"2024","창녕군","1분기","평일","야간","여","2095862"
"2024","창녕군","1분기","평일","오전","남","2729502"
"2024","창녕군","1분기","평일","오전","여","2180689"
"2024","창녕군","1분기","평일","오후","남","2795887"
"2024","창녕군","1분기","평일","오후","여","2211127"
"2024","창녕군","1분기","주말","새벽","남","1023236"
"2024","창녕군","1분기","주말","새벽","여","899175"
"2024","창녕군","1분기","주말","야간","남","1018568"
"2024","창녕군","1분기","주말","야간","여","891111"
"2024","창녕군","1분기","주말","오전","남","1108491"
"2024","창녕군","1분기","주말","오전","여","956922"
"2024","창녕군","1분기","주말","오후","남","1140426"
"2024","창녕군","1분기","주말","오후","여","991344"
"2024","창녕군","2분기","평일","새벽","남","2518143"
"2024","창녕군","2분기","평일","새벽","여","2128319"
"2024","창녕군","2분기","평일","야간","남","2572434"
"2024","창녕군","2분기","평일","야간","여","2147584"
"2024","창녕군","2분기","평일","오전","남","2874297"
"2024","창녕군","2분기","평일","오전","여","2323740"
"2024","창녕군","2분기","평일","오후","남","2929990"
"2024","창녕군","2분기","평일","오후","여","2362631"
"2024","창녕군","2분기","주말","새벽","남","1044861"
"2024","창녕군","2분기","주말","새벽","여","917620"
"2024","창녕군","2분기","주말","야간","남","1062444"
"2024","창녕군","2분기","주말","야간","여","938191"
"2024","창녕군","2분기","주말","오전","남","1168757"
"2024","창녕군","2분기","주말","오전","여","1022760"
"2024","창녕군","2분기","주말","오후","남","1209182"
"2024","창녕군","2분기","주말","오후","여","1076564"
"2024","창녕군","3분기","평일","새벽","남","2486087"
"2024","창녕군","3분기","평일","새벽","여","2112670"
"2024","창녕군","3분기","평일","야간","남","2534178"
"2024","창녕군","3분기","평일","야간","여","2128226"
"2024","창녕군","3분기","평일","오전","남","2801004"
"2024","창녕군","3분기","평일","오전","여","2255182"
"2024","창녕군","3분기","평일","오후","남","2841382"
"2024","창녕군","3분기","평일","오후","여","2273107"
"2024","창녕군","3분기","주말","새벽","남","1009613"
"2024","창녕군","3분기","주말","새벽","여","886010"
"2024","창녕군","3분기","주말","야간","남","1022386"
"2024","창녕군","3분기","주말","야간","여","896551"
"2024","창녕군","3분기","주말","오전","여","939917"
"2024","창녕군","3분기","주말","오전","남","1102804"
"2024","창녕군","3분기","주말","오후","여","953467"
"2024","창녕군","3분기","주말","오후","남","1104121"
"2024","창녕군","4분기","평일","새벽","남","2471305"
"2024","창녕군","4분기","평일","새벽","여","2053630"
"2024","창녕군","4분기","평일","야간","남","2508543"
"2024","창녕군","4분기","평일","야간","여","2072976"
"2024","창녕군","4분기","평일","오전","남","2795589"
"2024","창녕군","4분기","평일","오전","여","2225682"
"2024","창녕군","4분기","평일","오후","남","2836497"
"2024","창녕군","4분기","평일","오후","여","2248970"
"2024","창녕군","4분기","주말","새벽","여","877003"
"2024","창녕군","4분기","주말","새벽","남","1007694"
"2024","창녕군","4분기","주말","야간","남","1013981"
"2024","창녕군","4분기","주말","야간","여","881072"
"2024","창녕군","4분기","주말","오전","남","1110397"
"2024","창녕군","4분기","주말","오전","여","955813"
"2024","창녕군","4분기","주말","오후","남","1126657"
"2024","창녕군","4분기","주말","오후","여","979008"
"2024","창원시 마산합포구","1분기","평일","새벽","여","7020783"
"2024","창원시 마산합포구","1분기","평일","새벽","남","6899798"
"2024","창원시 마산합포구","1분기","평일","야간","남","6797556"
"2024","창원시 마산합포구","1분기","평일","야간","여","7016341"
"2024","창원시 마산합포구","1분기","평일","오전","남","6182349"
"2024","창원시 마산합포구","1분기","평일","오전","여","6833296"
"2024","창원시 마산합포구","1분기","평일","오후","여","6866109"
"2024","창원시 마산합포구","1분기","평일","오후","남","6175964"
"2024","창원시 마산합포구","1분기","주말","새벽","남","2787382"
"2024","창원시 마산합포구","1분기","주말","새벽","여","2828659"
"2024","창원시 마산합포구","1분기","주말","야간","남","2791017"
"2024","창원시 마산합포구","1분기","주말","야간","여","2839253"
"2024","창원시 마산합포구","1분기","주말","오전","남","2705299"
"2024","창원시 마산합포구","1분기","주말","오전","여","2812341"
"2024","창원시 마산합포구","1분기","주말","오후","여","2863914"
"2024","창원시 마산합포구","1분기","주말","오후","남","2743564"
"2024","창원시 마산합포구","2분기","평일","새벽","여","7070746"
"2024","창원시 마산합포구","2분기","평일","새벽","남","6927243"
"2024","창원시 마산합포구","2분기","평일","야간","여","7055760"
"2024","창원시 마산합포구","2분기","평일","야간","남","6805315"
"2024","창원시 마산합포구","2분기","평일","오전","남","6158713"
"2024","창원시 마산합포구","2분기","평일","오전","여","6858908"
"2024","창원시 마산합포구","2분기","평일","오후","남","6171262"
"2024","창원시 마산합포구","2분기","평일","오후","여","6897358"
"2024","창원시 마산합포구","2분기","주말","새벽","여","2835868"
"2024","창원시 마산합포구","2분기","주말","새벽","남","2787188"
"2024","창원시 마산합포구","2분기","주말","야간","여","2850977"
"2024","창원시 마산합포구","2분기","주말","야간","남","2796003"
"2024","창원시 마산합포구","2분기","주말","오전","남","2695644"
"2024","창원시 마산합포구","2분기","주말","오전","여","2811304"
"2024","창원시 마산합포구","2분기","주말","오후","남","2743286"
"2024","창원시 마산합포구","2분기","주말","오후","여","2866769"
"2024","창원시 마산합포구","3분기","평일","새벽","여","7117453"
"2024","창원시 마산합포구","3분기","평일","새벽","남","6934421"
"2024","창원시 마산합포구","3분기","평일","야간","여","7077669"
"2024","창원시 마산합포구","3분기","평일","야간","남","6810944"
"2024","창원시 마산합포구","3분기","평일","오전","여","6886113"
"2024","창원시 마산합포구","3분기","평일","오전","남","6169720"
"2024","창원시 마산합포구","3분기","평일","오후","여","6896972"
"2024","창원시 마산합포구","3분기","평일","오후","남","6176067"
"2024","창원시 마산합포구","3분기","주말","새벽","여","2859472"
"2024","창원시 마산합포구","3분기","주말","새벽","남","2794003"
"2024","창원시 마산합포구","3분기","주말","야간","여","2869225"
"2024","창원시 마산합포구","3분기","주말","야간","남","2802638"
"2024","창원시 마산합포구","3분기","주말","오전","여","2839464"
"2024","창원시 마산합포구","3분기","주말","오전","남","2700012"
"2024","창원시 마산합포구","3분기","주말","오후","여","2879601"
"2024","창원시 마산합포구","3분기","주말","오후","남","2742603"
"2024","창원시 마산합포구","4분기","평일","새벽","여","7119845"
"2024","창원시 마산합포구","4분기","평일","새벽","남","6983334"
"2024","창원시 마산합포구","4분기","평일","야간","남","6854286"
"2024","창원시 마산합포구","4분기","평일","야간","여","7062620"
"2024","창원시 마산합포구","4분기","평일","오전","남","6173099"
"2024","창원시 마산합포구","4분기","평일","오전","여","6860928"
"2024","창원시 마산합포구","4분기","평일","오후","여","6860084"
"2024","창원시 마산합포구","4분기","평일","오후","남","6175906"
"2024","창원시 마산합포구","4분기","주말","새벽","여","2857635"
"2024","창원시 마산합포구","4분기","주말","새벽","남","2812839"
"2024","창원시 마산합포구","4분기","주말","야간","여","2866554"
"2024","창원시 마산합포구","4분기","주말","야간","남","2822545"
"2024","창원시 마산합포구","4분기","주말","오전","여","2829103"
"2024","창원시 마산합포구","4분기","주말","오전","남","2714575"
"2024","창원시 마산합포구","4분기","주말","오후","여","2884684"
"2024","창원시 마산합포구","4분기","주말","오후","남","2776385"
"2024","창원시 마산회원구","1분기","평일","새벽","여","7649573"
"2024","창원시 마산회원구","1분기","평일","새벽","남","7213371"
"2024","창원시 마산회원구","1분기","평일","야간","여","7564444"
"2024","창원시 마산회원구","1분기","평일","야간","남","7114122"
"2024","창원시 마산회원구","1분기","평일","오전","여","7423985"
"2024","창원시 마산회원구","1분기","평일","오전","남","6577819"
"2024","창원시 마산회원구","1분기","평일","오후","여","7275945"
"2024","창원시 마산회원구","1분기","평일","오후","남","6498775"
"2024","창원시 마산회원구","1분기","주말","새벽","여","3045059"
"2024","창원시 마산회원구","1분기","주말","새벽","남","2904608"
"2024","창원시 마산회원구","1분기","주말","야간","남","2896437"
"2024","창원시 마산회원구","1분기","주말","야간","여","3013621"
"2024","창원시 마산회원구","1분기","주말","오전","여","2965952"
"2024","창원시 마산회원구","1분기","주말","오전","남","2784206"
"2024","창원시 마산회원구","1분기","주말","오후","남","2735523"
"2024","창원시 마산회원구","1분기","주말","오후","여","2860761"
"2024","창원시 마산회원구","2분기","평일","새벽","여","7495281"
"2024","창원시 마산회원구","2분기","평일","새벽","남","7051407"
"2024","창원시 마산회원구","2분기","평일","야간","남","6982974"
"2024","창원시 마산회원구","2분기","평일","야간","여","7439096"
"2024","창원시 마산회원구","2분기","평일","오전","남","6360227"
"2024","창원시 마산회원구","2분기","평일","오전","여","7247197"
"2024","창원시 마산회원구","2분기","평일","오후","남","6304787"
"2024","창원시 마산회원구","2분기","평일","오후","여","7106710"
"2024","창원시 마산회원구","2분기","주말","새벽","남","2824051"
"2024","창원시 마산회원구","2분기","주말","새벽","여","2972094"
"2024","창원시 마산회원구","2분기","주말","야간","남","2829391"
"2024","창원시 마산회원구","2분기","주말","야간","여","2950326"
"2024","창원시 마산회원구","2분기","주말","오전","남","2700393"
"2024","창원시 마산회원구","2분기","주말","오전","여","2881834"
"2024","창원시 마산회원구","2분기","주말","오후","여","2805357"
"2024","창원시 마산회원구","2분기","주말","오후","남","2691316"
"2024","창원시 마산회원구","3분기","평일","새벽","여","7421747"
"2024","창원시 마산회원구","3분기","평일","새벽","남","7007515"
"2024","창원시 마산회원구","3분기","평일","야간","여","7402159"
"2024","창원시 마산회원구","3분기","평일","야간","남","6971850"
"2024","창원시 마산회원구","3분기","평일","오전","여","7221213"
"2024","창원시 마산회원구","3분기","평일","오전","남","6411991"
"2024","창원시 마산회원구","3분기","평일","오후","여","7118102"
"2024","창원시 마산회원구","3분기","평일","오후","남","6388548"
"2024","창원시 마산회원구","3분기","주말","새벽","여","2949891"
"2024","창원시 마산회원구","3분기","주말","새벽","남","2802619"
"2024","창원시 마산회원구","3분기","주말","야간","여","2954287"
"2024","창원시 마산회원구","3분기","주말","야간","남","2828296"
"2024","창원시 마산회원구","3분기","주말","오전","여","2878345"
"2024","창원시 마산회원구","3분기","주말","오전","남","2698613"
"2024","창원시 마산회원구","3분기","주말","오후","여","2824812"
"2024","창원시 마산회원구","3분기","주말","오후","남","2696696"
"2024","창원시 마산회원구","4분기","평일","새벽","여","7396399"
"2024","창원시 마산회원구","4분기","평일","새벽","남","6983310"
"2024","창원시 마산회원구","4분기","평일","야간","여","7339815"
"2024","창원시 마산회원구","4분기","평일","야간","남","6900380"
"2024","창원시 마산회원구","4분기","평일","오전","여","7198776"
"2024","창원시 마산회원구","4분기","평일","오전","남","6332160"
"2024","창원시 마산회원구","4분기","평일","오후","남","6288732"
"2024","창원시 마산회원구","4분기","평일","오후","여","7066182"
"2024","창원시 마산회원구","4분기","주말","새벽","여","2927652"
"2024","창원시 마산회원구","4분기","주말","새벽","남","2795541"
"2024","창원시 마산회원구","4분기","주말","야간","여","2899376"
"2024","창원시 마산회원구","4분기","주말","야간","남","2794366"
"2024","창원시 마산회원구","4분기","주말","오전","여","2856860"
"2024","창원시 마산회원구","4분기","주말","오전","남","2685515"
"2024","창원시 마산회원구","4분기","주말","오후","남","2631989"
"2024","창원시 마산회원구","4분기","주말","오후","여","2733947"
"2024","창원시 성산구","1분기","평일","새벽","여","9231319"
"2024","창원시 성산구","1분기","평일","새벽","남","9726904"
"2024","창원시 성산구","1분기","평일","야간","여","9450930"
"2024","창원시 성산구","1분기","평일","야간","남","10136976"
"2024","창원시 성산구","1분기","평일","오전","여","9568951"
"2024","창원시 성산구","1분기","평일","오전","남","11098997"
"2024","창원시 성산구","1분기","평일","오후","남","11167733"
"2024","창원시 성산구","1분기","평일","오후","여","9711204"
"2024","창원시 성산구","1분기","주말","새벽","여","3626495"
"2024","창원시 성산구","1분기","주말","새벽","남","3776414"
"2024","창원시 성산구","1분기","주말","야간","여","3652512"
"2024","창원시 성산구","1분기","주말","야간","남","3798701"
"2024","창원시 성산구","1분기","주말","오전","남","3761777"
"2024","창원시 성산구","1분기","주말","오전","여","3573938"
"2024","창원시 성산구","1분기","주말","오후","남","3753967"
"2024","창원시 성산구","1분기","주말","오후","여","3590224"
"2024","창원시 성산구","2분기","평일","새벽","여","9093148"
"2024","창원시 성산구","2분기","평일","새벽","남","9620736"
"2024","창원시 성산구","2분기","평일","야간","여","9264291"
"2024","창원시 성산구","2분기","평일","야간","남","9983250"
"2024","창원시 성산구","2분기","평일","오전","남","11036454"
"2024","창원시 성산구","2분기","평일","오전","여","9396699"
"2024","창원시 성산구","2분기","평일","오후","남","11063111"
"2024","창원시 성산구","2분기","평일","오후","여","9484770"
"2024","창원시 성산구","2분기","주말","새벽","여","3591470"
"2024","창원시 성산구","2분기","주말","새벽","남","3742652"
"2024","창원시 성산구","2분기","주말","야간","남","3729100"
"2024","창원시 성산구","2분기","주말","야간","여","3578135"
"2024","창원시 성산구","2분기","주말","오전","남","3741473"
"2024","창원시 성산구","2분기","주말","오전","여","3532349"
"2024","창원시 성산구","2분기","주말","오후","남","3714605"
"2024","창원시 성산구","2분기","주말","오후","여","3530000"
"2024","창원시 성산구","3분기","평일","새벽","여","9117742"
"2024","창원시 성산구","3분기","평일","새벽","남","9577236"
"2024","창원시 성산구","3분기","평일","야간","여","9267021"
"2024","창원시 성산구","3분기","평일","야간","남","9886185"
"2024","창원시 성산구","3분기","평일","오전","남","10898374"
"2024","창원시 성산구","3분기","평일","오전","여","9434450"
"2024","창원시 성산구","3분기","평일","오후","남","10927772"
"2024","창원시 성산구","3분기","평일","오후","여","9540639"
"2024","창원시 성산구","3분기","주말","새벽","여","3614391"
"2024","창원시 성산구","3분기","주말","새벽","남","3743527"
"2024","창원시 성산구","3분기","주말","야간","남","3719997"
"2024","창원시 성산구","3분기","주말","야간","여","3591783"
"2024","창원시 성산구","3분기","주말","오전","여","3566316"
"2024","창원시 성산구","3분기","주말","오전","남","3738502"
"2024","창원시 성산구","3분기","주말","오후","남","3720844"
"2024","창원시 성산구","3분기","주말","오후","여","3564016"
"2024","창원시 성산구","4분기","평일","새벽","여","9105017"
"2024","창원시 성산구","4분기","평일","새벽","남","9648336"
"2024","창원시 성산구","4분기","평일","야간","여","9271027"
"2024","창원시 성산구","4분기","평일","야간","남","10001474"
"2024","창원시 성산구","4분기","평일","오전","남","11108970"
"2024","창원시 성산구","4분기","평일","오전","여","9429485"
"2024","창원시 성산구","4분기","평일","오후","남","11123683"
"2024","창원시 성산구","4분기","평일","오후","여","9525732"
"2024","창원시 성산구","4분기","주말","새벽","여","3589964"
"2024","창원시 성산구","4분기","주말","새벽","남","3751645"
"2024","창원시 성산구","4분기","주말","야간","여","3590346"
"2024","창원시 성산구","4분기","주말","야간","남","3751157"
"2024","창원시 성산구","4분기","주말","오전","여","3538257"
"2024","창원시 성산구","4분기","주말","오전","남","3761065"
"2024","창원시 성산구","4분기","주말","오후","여","3556731"
"2024","창원시 성산구","4분기","주말","오후","남","3740409"
"2024","창원시 의창구","1분기","평일","새벽","남","8495384"
"2024","창원시 의창구","1분기","평일","새벽","여","8428915"
"2024","창원시 의창구","1분기","평일","야간","남","8544610"
"2024","창원시 의창구","1분기","평일","야간","여","8463869"
"2024","창원시 의창구","1분기","평일","오전","남","8374620"
"2024","창원시 의창구","1분기","평일","오전","여","8397435"
"2024","창원시 의창구","1분기","평일","오후","남","8410865"
"2024","창원시 의창구","1분기","평일","오후","여","8412196"
"2024","창원시 의창구","1분기","주말","새벽","남","3354115"
"2024","창원시 의창구","1분기","주말","새벽","여","3337588"
"2024","창원시 의창구","1분기","주말","야간","남","3391450"
"2024","창원시 의창구","1분기","주말","야간","여","3356854"
"2024","창원시 의창구","1분기","주말","오전","여","3321017"
"2024","창원시 의창구","1분기","주말","오전","남","3345863"
"2024","창원시 의창구","1분기","주말","오후","여","3288906"
"2024","창원시 의창구","1분기","주말","오후","남","3341773"
"2024","창원시 의창구","2분기","평일","새벽","남","8572223"
"2024","창원시 의창구","2분기","평일","새벽","여","8460205"
"2024","창원시 의창구","2분기","평일","야간","남","8590122"
"2024","창원시 의창구","2분기","평일","야간","여","8481403"
"2024","창원시 의창구","2분기","평일","오전","남","8412334"
"2024","창원시 의창구","2분기","평일","오전","여","8435138"
"2024","창원시 의창구","2분기","평일","오후","남","8435443"
"2024","창원시 의창구","2분기","평일","오후","여","8436786"
"2024","창원시 의창구","2분기","주말","새벽","남","3364158"
"2024","창원시 의창구","2분기","주말","새벽","여","3338714"
"2024","창원시 의창구","2분기","주말","야간","남","3385488"
"2024","창원시 의창구","2분기","주말","야간","여","3342900"
"2024","창원시 의창구","2분기","주말","오전","남","3369140"
"2024","창원시 의창구","2분기","주말","오전","여","3347158"
"2024","창원시 의창구","2분기","주말","오후","여","3285749"
"2024","창원시 의창구","2분기","주말","오후","남","3341304"
"2024","창원시 의창구","3분기","평일","새벽","남","8650838"
"2024","창원시 의창구","3분기","평일","새벽","여","8525445"
"2024","창원시 의창구","3분기","평일","야간","남","8655984"
"2024","창원시 의창구","3분기","평일","야간","여","8556759"
"2024","창원시 의창구","3분기","평일","오전","남","8499486"
"2024","창원시 의창구","3분기","평일","오전","여","8537503"
"2024","창원시 의창구","3분기","평일","오후","남","8503211"
"2024","창원시 의창구","3분기","평일","오후","여","8527596"
"2024","창원시 의창구","3분기","주말","새벽","남","3413153"
"2024","창원시 의창구","3분기","주말","새벽","여","3386334"
"2024","창원시 의창구","3분기","주말","야간","남","3420663"
"2024","창원시 의창구","3분기","주말","야간","여","3382830"
"2024","창원시 의창구","3분기","주말","오전","여","3389459"
"2024","창원시 의창구","3분기","주말","오전","남","3407993"
"2024","창원시 의창구","3분기","주말","오후","여","3325615"
"2024","창원시 의창구","3분기","주말","오후","남","3373353"
"2024","창원시 의창구","4분기","평일","새벽","남","8764801"
"2024","창원시 의창구","4분기","평일","새벽","여","8605456"
"2024","창원시 의창구","4분기","평일","야간","남","8792659"
"2024","창원시 의창구","4분기","평일","야간","여","8667278"
"2024","창원시 의창구","4분기","평일","오전","남","8645439"
"2024","창원시 의창구","4분기","평일","오전","여","8661864"
"2024","창원시 의창구","4분기","평일","오후","남","8698012"
"2024","창원시 의창구","4분기","평일","오후","여","8699295"
"2024","창원시 의창구","4분기","주말","새벽","남","3441727"
"2024","창원시 의창구","4분기","주말","새벽","여","3393800"
"2024","창원시 의창구","4분기","주말","야간","여","3404892"
"2024","창원시 의창구","4분기","주말","야간","남","3461709"
"2024","창원시 의창구","4분기","주말","오전","여","3424296"
"2024","창원시 의창구","4분기","주말","오전","남","3467220"
"2024","창원시 의창구","4분기","주말","오후","여","3356240"
"2024","창원시 의창구","4분기","주말","오후","남","3433383"
"2024","창원시 진해구","1분기","평일","새벽","남","7100775"
"2024","창원시 진해구","1분기","평일","새벽","여","5831174"
"2024","창원시 진해구","1분기","평일","야간","남","7021580"
"2024","창원시 진해구","1분기","평일","야간","여","5760525"
"2024","창원시 진해구","1분기","평일","오전","여","5457524"
"2024","창원시 진해구","1분기","평일","오전","남","6629290"
"2024","창원시 진해구","1분기","평일","오후","남","6601054"
"2024","창원시 진해구","1분기","평일","오후","여","5362334"
"2024","창원시 진해구","1분기","주말","새벽","남","2812446"
"2024","창원시 진해구","1분기","주말","새벽","여","2343857"
"2024","창원시 진해구","1분기","주말","야간","남","2813358"
"2024","창원시 진해구","1분기","주말","야간","여","2331367"
"2024","창원시 진해구","1분기","주말","오전","남","2726451"
"2024","창원시 진해구","1분기","주말","오전","여","2272396"
"2024","창원시 진해구","1분기","주말","오후","남","2701260"
"2024","창원시 진해구","1분기","주말","오후","여","2229608"
"2024","창원시 진해구","2분기","평일","새벽","남","7203289"
"2024","창원시 진해구","2분기","평일","새벽","여","5784540"
"2024","창원시 진해구","2분기","평일","야간","남","7084508"
"2024","창원시 진해구","2분기","평일","야간","여","5705937"
"2024","창원시 진해구","2분기","평일","오전","남","6707450"
"2024","창원시 진해구","2분기","평일","오전","여","5391352"
"2024","창원시 진해구","2분기","평일","오후","남","6674152"
